id,f1,f2,f4,b3,b4,GNE_SNR_SEO,det_entropy_shannon_1_coef,det_entropy_shannon_2_coef,det_entropy_shannon_3_coef,det_entropy_shannon_4_coef,det_entropy_shannon_5_coef,det_entropy_shannon_6_coef,det_entropy_shannon_7_coef,det_entropy_shannon_8_coef,det_entropy_shannon_9_coef,det_entropy_shannon_10_coef,det_entropy_log_1_coef,det_entropy_log_2_coef,det_TKEO_mean_8_coef,det_TKEO_mean_9_coef,det_TKEO_std_1_coef,det_TKEO_std_3_coef,det_TKEO_std_6_coef,det_TKEO_std_8_coef,det_TKEO_std_9_coef,det_TKEO_std_10_coef,app_entropy_shannon_1_coef,app_entropy_shannon_2_coef,app_entropy_shannon_3_coef,app_entropy_shannon_4_coef,app_entropy_shannon_6_coef,app_entropy_shannon_7_coef,app_entropy_shannon_9_coef,app_det_TKEO_mean_2_coef,app_det_TKEO_mean_4_coef,app_det_TKEO_mean_5_coef,app_det_TKEO_mean_8_coef,app_det_TKEO_mean_9_coef,app_det_TKEO_mean_10_coef,app_TKEO_std_2_coef,app_TKEO_std_3_coef,app_TKEO_std_4_coef,app_TKEO_std_6_coef,app_TKEO_std_8_coef,app_TKEO_std_9_coef,app_TKEO_std_10_coef,det_LT_entropy_log_1_coef,det_LT_entropy_log_2_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_8_coef,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_10_coef,tqwt_entropy_shannon_dec_10,tqwt_entropy_shannon_dec_11,tqwt_entropy_shannon_dec_12,tqwt_entropy_shannon_dec_13,tqwt_entropy_shannon_dec_14,tqwt_entropy_shannon_dec_15,tqwt_entropy_shannon_dec_16,tqwt_entropy_shannon_dec_17,tqwt_entropy_shannon_dec_18,tqwt_entropy_shannon_dec_19,tqwt_entropy_shannon_dec_20,tqwt_entropy_shannon_dec_23,tqwt_entropy_shannon_dec_27,tqwt_entropy_log_dec_1,tqwt_entropy_log_dec_2,tqwt_entropy_log_dec_3,tqwt_entropy_log_dec_4,tqwt_entropy_log_dec_5,tqwt_entropy_log_dec_6,tqwt_entropy_log_dec_7,tqwt_entropy_log_dec_8,tqwt_entropy_log_dec_9,tqwt_entropy_log_dec_10,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_15,tqwt_entropy_log_dec_16,tqwt_entropy_log_dec_17,tqwt_entropy_log_dec_18,tqwt_entropy_log_dec_19,tqwt_entropy_log_dec_20,tqwt_entropy_log_dec_21,tqwt_entropy_log_dec_23,tqwt_entropy_log_dec_24,tqwt_entropy_log_dec_25,tqwt_entropy_log_dec_26,tqwt_entropy_log_dec_27,tqwt_entropy_log_dec_28,tqwt_entropy_log_dec_31,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_33,tqwt_entropy_log_dec_34,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_36,tqwt_kurtosisValue_dec_1,tqwt_kurtosisValue_dec_27,class
173,816.4237358,1270.179963,3492.917273,103.0071959,172.3106018,2150790.203,3.4469,8.9059,-46.8538,-312.8896,-648.3429,-1592.8088,-431.6182,-829.8958,-189.7676,-7238.4642,-683.9415,-217.317,10.6821,5.1734,0.013709,1.6674,28.8533,31.9504,9.6293,214.1264,-78274854.71,-94048484.17,-124224003.3,-179769651.6,-521117288.2,-1027864544,-4207204216,4296.2081,40190.6385,104515.9937,1115095.479,2230650.579,4466148.565,23593.1329,59304.4874,142335.3851,693081.5962,2935608.809,5902056.854,11788146.31,-1806.5508,-852.0994,-451418.9737,-918507.0428,-1981008.538,-4250005.523,212.6232,149.7927,171.1204,693.8037,1253.8098,1199.8049,1247.6555,1008.3902,571.6101,199.2863,177.2818,46.9453,3.5889,-1818046.426,-1413826.437,-1134153.392,-918396.5131,-737458.9968,-577557.4907,-402408.8772,-289361.8698,-226740.2126,-179813.774,-152736.4437,-116159.4954,-68660.058,-45302.5942,-36416.5827,-26891.8802,-22416.7568,-22978.7451,-24764.4163,-20289.3474,-13674.6043,-13571.3674,-7774.4911,-5393.4426,-5798.3719,-9654.5295,-7711.0607,-3492.5636,-2456.7781,-1823.8076,-1622.2375,-1490.6105,-1504.5868,10.5008,11.6632,0
174,514.317583,1331.167547,3721.064173,158.6021236,62.82938816,1749035.703,3.581,7.8922,-49.7203,-231.7483,-17.6077,-371.6391,-309.4619,-296.2241,-582.791,-9669.1313,-670.0779,-210.608,2.3774,11.9641,0.011888,2.2058,16.9184,6.1333,17.8611,250.585,-51708098.52,-62306626.75,-82544179.65,-119795045.6,-349103472.2,-689678569.3,-2830282807,2939.311,27553.9815,71678.7268,764381.8383,1529225.115,3062908.55,16112.7504,40679.2642,97035.1634,475722.835,2011594.058,4048814.504,8084753.698,-1750.4256,-821.3908,-415749.623,-846624.6489,-1827082.23,-3921829.535,67.0388,38.4726,148.361,575.2239,843.9014,467.3398,316.9366,598.7602,796.7962,510.5688,-26.6524,428.5573,147.7925,-1568639.057,-1186794.032,-887513.5181,-675745.756,-549007.2397,-478479.0462,-404956.2829,-307526.0468,-250507.6932,-207385.0352,-184513.6794,-119239.6949,-72864.1708,-52776.8595,-49697.0613,-44063.6647,-29701.4196,-18486.5136,-11984.2869,-7494.4625,-9050.8202,-6298.8445,-9818.6692,-5162.8533,-3342.2449,-3797.759,-7499.479,-4989.6199,-4231.5286,-3903.0765,-3399.6456,-2882.6201,-3690.3665,14.8829,2.0749,1
174,502.5944829,1316.842025,3696.775905,221.202509,78.14203282,1763596.378,-48833.8426,-47679.0714,-59804.4224,-119509.8839,-11121.1039,-3500.8142,-9231.5307,-19294.9047,-34654.581,-134884.902,-653.0139,-150.3874,163.2737,311.7775,295.7049,727.7001,68.1335,319.4702,676.4102,1858.9862,-53358610.76,-64955697.68,-87256893.67,-128633755.3,-384851879,-763297916.2,-3144412166,3185.2807,29964.4395,76978.0456,819447.5319,1640423.419,3291461.429,20358.4446,47640.2767,107783.5319,511506.632,2150862.76,4355223.02,8697252.7,-1741.5798,-767.2364,-422915.6779,-861724.4443,-1859420.78,-3990782.464,89.157,71.5262,108.6755,393.4699,602.9442,389.468,366.8257,645.4402,861.8366,428.8661,-548.0505,449.6671,103.2307,-1565971.208,-1173137.922,-884353.0758,-677244.7584,-562507.7011,-517135.5998,-417417.085,-314708.9736,-255979.3016,-203703.5093,-170768.5491,-127743.6059,-80857.9744,-58683.7315,-51837.2435,-42587.5547,-28668.8875,-17931.7777,-10068.6498,-5870.7469,-8120.0564,-6051.6472,-10548.2651,-5886.9602,-3983.7465,-4471.453,-8035.4339,-4871.6171,-3944.4909,-3603.5325,-3281.4104,-2784.1963,-3549.9844,17.0097,2.0236,1
174,501.3080318,1245.256055,3474.330532,186.8550867,159.6884987,1553800.11,1.2682,6.7468,-22.4289,-71.9367,-330.5769,-205.1164,0.94761,-55.118,-25.05,-238.7732,-792.463,-255.2162,2.7416,1.18,0.0037017,1.0425,10.266,4.6075,2.3083,10.3777,-42886897.97,-51575684.66,-68124356.77,-98458582.02,-285011461.3,-562893680.5,-2309153843,2455.1131,23079.4237,59997.8305,640601.1642,1281103.449,2561378.866,13432.8935,34010.462,81284.7588,398534.671,1691592.787,3378925.621,6759303.502,-1855.9708,-855.5066,-398228.8758,-811000.1416,-1750768.351,-3759072.8,24.8037,21.3111,31.863,144.4663,312.2915,246.7425,209.6533,517.497,844.5278,802.2957,538.0798,233.8436,101.1009,-1696843.104,-1277123.23,-983521.6687,-786011.1786,-669369.1753,-617327.5609,-495469.4621,-372276.4988,-297790.9302,-237436.6631,-199035.8262,-151938.4985,-98099.8115,-67862.6411,-57712.1545,-49809.6143,-32002.479,-18687.1413,-12254.6442,-7064.8479,-6149.8549,-8738.5405,-10876.3128,-8220.3783,-5203.7138,-4376.3177,-6013.819,-4517.1944,-3833.5875,-3575.3676,-3279.4098,-2784.4441,-3467.3635,11.8477,1.9618,1
175,777.7579251,1311.487132,2886.930826,2092.810465,88.18477275,1933097.109,2.9988,8.3843,-23.1699,-218.7425,-538.2061,-2612.8302,-150.3518,-2072.2104,-85.8505,-4682.9134,-686.7242,-211.3637,34.6057,2.9987,0.01204,1.3188,46.3765,85.5546,6.3438,152.7053,-146057919.7,-174826648.2,-230046455.2,-331601480.6,-955197396.3,-1880596711,-7672526068,7538.7331,70967.0947,184479.8135,1972740.425,3945725.883,7896950.611,41270.1191,104186.6702,249942.1129,1224095.042,5197802.9,10430552.1,20842246.41,-1871.6549,-880.41,-508576.6015,-1033703.138,-2227536.7,-4775334.065,71.9358,48.4654,251.6906,834.0319,1415.1689,1323.449,1311.1846,1564.0779,1207.0645,454.7865,383.6008,132.3241,0.88657,-1902547.641,-1614625.38,-1321929.973,-993892.3948,-789671.5264,-636171.3765,-457155.1115,-337202.7581,-252357.6114,-200406.8366,-180168.0379,-112819.4676,-70689.9773,-43394.4775,-35178.0352,-25767.6179,-15031.347,-14120.3388,-18522.5426,-15132.922,-19646.3655,-10315.4378,-8919.1061,-12086.572,-12753.1845,-10780.8949,-8861.3077,-5877.4488,-5249.0401,-4525.9771,-3780.9528,-3185.1633,-2528.705,302.8283,3.3387,1
175,733.9880855,1349.273683,3582.215362,219.6397382,144.7450375,1468857.696,7.0859,8.6465,-56.8096,-152.1414,-1535.1084,-1054.087,-127.4469,-760.0261,-1218.6347,-21974.7673,-571.0779,-163.4982,4.8786,21.8172,0.047884,2.0236,35.9545,18.2113,32.7086,523.8436,-125211328.6,-150210684.6,-198180909.4,-286552303.1,-829775175.7,-1634906019,-6678814472,6607.2726,61987.4469,161186.309,1719800.717,3440535.685,6890676.92,36281.2981,90991.1225,218837.9485,1070533.405,4526237.359,9108836.416,18188393,-1740.4772,-823.3397,-494986.308,-1006432.124,-2169190.082,-4651031.095,20.7129,23.1984,137.1808,470.0767,688.0508,605.937,872.3331,1089.475,1079.3461,372.3569,245.6469,205.1496,1.4183,-1951502.443,-1656544.771,-1318392.119,-995647.0753,-798953.1973,-680363.6574,-499961.9719,-377623.0183,-299823.6885,-232706.6004,-196365.8681,-122799.1579,-76783.3352,-55888.5835,-47266.4453,-32123.2007,-21411.8106,-15768.2215,-20676.7913,-17454.6486,-17736.0512,-8949.7004,-6665.2279,-8000.4442,-11954.1057,-10192.9686,-8454.2289,-5385.9534,-5103.0193,-4402.5547,-3748.0365,-3221.0288,-2496.775,43.6178,3.3791,1
175,937.1028088,1426.875907,3468.021623,444.3641076,295.9549754,1181294.888,8.0681,1.9643,-121.6386,-219.1738,-2216.639,-4291.5899,-2175.159,-5085.9614,-5723.4003,-12557.1252,-534.38,-152.8412,88.9836,61.4735,0.086251,2.6011,115.3158,124.2692,156.3249,246.4372,-172695646.6,-205835695.2,-269387405.2,-385806529.7,-1099406785,-2160105552,-8790788645,8740.8258,81932.1318,213004.3098,2276537.855,4551965.063,9098948.009,47741.4007,120716.8459,289316.3196,1414560.458,6014221.9,12011123.09,24013926.79,-1735.6366,-828.8787,-522221.5939,-1060834.019,-2285574.208,-4898960.707,164.7371,233.4492,838.2786,1645.3026,1938.2305,1993.5793,1531.0924,1438.7131,728.9562,495.5081,255.6031,283.6481,1.4803,-1864144.908,-1555894.048,-1288519.515,-961433.5306,-739232.899,-595396.495,-444752.3924,-322576.6666,-241537.0538,-178479.5452,-141469.4697,-87179.7396,-54901.4368,-36180.0979,-22503.5905,-20740.3221,-16419.5702,-20449.1865,-17558.162,-17202.9592,-19803.668,-7884.1494,-8781.7937,-15611.7976,-13175.1775,-10057.2875,-7864.0546,-5878.5792,-5254.2912,-4701.4765,-4049.7375,-3471.7041,-2577.6236,5548.5468,2.6297,1
176,761.2527926,1398.378031,2990.3159,4796.311681,220.3224595,1808362.01,4.1985,10.574,-34.9061,-1280.2215,-1613.6422,-3146.208,-460.6564,-3371.9837,-1357.7087,-43916.2204,-656.7764,-182.3594,40.0494,28.5873,0.022492,1.8293,71.0909,82.0165,61.8011,1142.4232,-97741596.94,-117183320.8,-154493630.8,-222937840.1,-643091611.1,-1268089948,-5180092767,5327.2307,50001.9061,129846.7499,1384058.803,2767066.522,5520772.82,29099.8571,73477.4671,177286.6851,862545.4539,3669710.425,7260141.326,14565892.73,-1795.8507,-828.4009,-470852.4047,-957524.807,-2064528.868,-4428014.475,107.9942,71.3078,219.8369,517.24,704.536,944.75,1528.4955,1432.5648,901.5192,603.4515,533.2836,330.5048,1.6274,-1798638.198,-1492619.014,-1221300,-1059678.719,-841076.8524,-608963.1377,-435311.8588,-328993.2115,-256289.4095,-205281.3139,-177976.2283,-115833.9995,-80657.8929,-57669.4345,-40523.3898,-22650.5817,-15549.3569,-18422.4965,-16746.7104,-13324.5386,-10641.3569,-7508.0074,-3869.6706,-3523.2102,-6694.781,-10302.2143,-7865.7497,-3424.4985,-3052.548,-3219.596,-2740.8323,-2271.2956,-2007.9534,2643.9525,32.354,1
176,776.751129,1310.779405,2968.119742,320.3511427,271.5909454,1857751.608,3.3423,10.1955,-115.5322,-1176.1512,-2207.4671,-9549.6043,-219.0547,-7372.8743,-5000.0936,-132179.7188,-696.4475,-212.2552,50.5826,73.9358,0.092354,2.6936,217.6193,98.1296,144.4615,2787.3118,-95533884.13,-114236900.1,-150083125.4,-215594372.7,-617822712.4,-1217365597,-4967628833,5188.6789,48725.5892,126590.2588,1347252.991,2693170.113,5365157.851,28492.4943,71809.4146,172386.4728,842746.4109,3583974.002,7048827.479,14156077.63,-1838.8217,-861.3875,-467017.1489,-949556.7613,-2047474.05,-4391664.354,46.1612,64.344,223.2827,518.7117,799.842,1131.4131,1619.5111,1476.3931,859.952,557.0236,579.0559,326.1871,3.4859,-1744274.433,-1488087.771,-1233718.731,-1049907.051,-819706.058,-629083.0058,-469639.9744,-364655.4541,-285973.4772,-224696.9871,-176270.0669,-116695.8186,-81806.7493,-54703.4519,-37149.9712,-21353.3666,-14708.026,-19397.4837,-17404.9437,-12764.7489,-9867.7661,-7568.9556,-3882.7863,-3332.0382,-6192.5452,-9207.1732,-7485.6909,-3273.7161,-2869.5485,-2879.7681,-2457.88,-2066.8599,-1835.1766,272.8553,7.8633,1
176,749.2692159,1267.317574,3171.770714,436.2827176,233.0304407,1721866.948,4.8813,10.5907,-12.3016,-1339.6557,-7353.5308,-11689.6102,-26700.9621,-1501.2938,-2477.5492,-22739.9324,-647.6098,-213.1802,26.5568,38.647,0.055987,0.98911,278.9718,38.0271,61.4949,489.4488,-92435130.67,-110570262.8,-145247015.9,-208733408.8,-598325356.2,-1178221795,-4809637431,4977.5414,46684.3505,121022.3333,1293213.447,2585488.718,5162072.708,27106.3673,68471.7772,164935.2377,807657.9594,3422429.595,6801491.432,13622599.8,-1787.6091,-854.8794,-463989.8587,-943490.906,-2034490.565,-4363997.739,28.2787,41.4527,173.8429,455.2023,692.8148,935.6604,1584.9404,1475.2637,1004.2595,642.0723,510.2336,253.8479,3.4195,-1857426.557,-1544471.868,-1262852.81,-1060326.303,-843574.5012,-624087.6994,-461151.9075,-361077.8314,-293473.4115,-243318.2439,-182109.0468,-118700.2728,-81578.2098,-57884.6155,-40854.2416,-21801.1282,-14012.3339,-16823.2487,-16131.3277,-13755.1271,-10134.6461,-8427.9976,-4383.4446,-3553.3734,-6038.6676,-9458.3925,-7200.7901,-3336.8433,-2798.8934,-2712.9803,-2560.3336,-2066.5649,-1953.7093,90.4708,63.8493,1
177,633.9655749,1036.846314,3414.688382,128.7091768,145.7932872,1304512.236,-58047.2173,-117995.0503,-231120.4816,-461598.8986,-597929.6914,-1061652.62,-278684.9842,-456094.8368,-32937.6872,-550148.9726,-373.2028,-8.4586,4045.9213,389.4512,261.2244,1820.1177,15263.8312,6777.1163,697.825,9952.9721,-58419286.55,-70908804.86,-95115159.22,-140688065.2,-419540393.9,-827211719,-3398468513,5044.6405,37292.6521,89328.6623,871975.4584,1747052.052,3519565.059,24763.2316,59759.517,143566.1741,587187.6803,2272218.261,4720529.843,9315694.398,-1457.4519,-616.3021,-430801.0837,-877711.5606,-1893654.267,-4063723.735,20.4617,15.1084,36.7701,202.0494,601.4589,843.809,811.0931,637.3246,302.7249,76.3482,97.3302,273.3409,-2305.0721,-1423647.328,-1131122.843,-943286.8528,-775736.8982,-577288.7693,-460706.8086,-388339.4351,-313345.553,-255118.8122,-240396.6993,-203201.1494,-149223.0695,-95253.5837,-60832.4867,-43537.137,-33836.8928,-28930.123,-27767.5123,-30419.3485,-23024.8461,-16241.9236,-8136.9001,-7528.6226,-4426.0249,-1105.8858,-154.852,-834.2712,-2723.7559,-2305.842,-2377.7587,-2060.4085,-1747.802,-1315.7303,7.9529,1.7434,1
177,625.2269028,1004.297593,3372.730616,229.5162177,118.2855579,1492308.504,3.1287,7.3059,-13.5071,-251.1085,-343.9735,-88.9421,-110.2883,-3362.6312,-3145.0194,-67387.003,-706.0067,-196.742,17.6131,47.7096,0.045263,1.3366,4.4685,49.1247,76.0527,1445.2255,-67668306.26,-81544668.57,-108078750.2,-157065747.6,-458505916.8,-905260016.7,-3712337549,3763.9835,35169.3512,91487.4004,976896.8748,1954922.335,3921407.895,20584.0858,51845.1839,124361.9724,606047.0283,2562611.221,5197505.62,10355114.39,-1812.809,-822.7411,-439866.8093,-895429.7726,-1931599.598,-4144675.753,37.8242,12.3002,21.3564,86.4247,342.7834,690.5029,929.9899,971.1947,839.0057,467.6641,309.8918,252.9639,-181.0981,-1653524.543,-1335827.615,-1018858.758,-802253.6698,-638219.2721,-507888.4344,-401898.5369,-294974.0134,-234920.3775,-226018.6201,-207828.0947,-160718.6645,-107948.8072,-67850.7706,-45806.694,-31608.7668,-23261.0099,-18926.6663,-19583.9495,-17709.4636,-12383.2747,-8397.0514,-7826.674,-6021.2917,-2604.0874,-1264.3153,-1811.7206,-3268.0042,-2634.0602,-2207.0819,-1988.5211,-1684.7373,-1418.5392,5.9129,2.1467,1
177,618.7332625,1034.437553,3382.105821,696.0405378,232.0673733,1582760.866,2.3139,5.2473,-2.1861,-98.8519,-111.8374,-208.971,-247.0866,-4080.9194,0.40838,-492.892,-757.3016,-284.2989,70.749,0.49128,0.010648,0.94337,9.8827,148.4285,0.67303,26.5685,-70212870.3,-84355081.71,-111418272.3,-161112740.9,-466682478.2,-920587018,-3767863171,3927.0223,36714.463,95467.2001,1014689.349,2029403.672,4057219.303,21559.1839,54121.2728,129897.1114,636099.2765,2680909.734,5350130.011,10706286.39,-1868.9484,-912.5544,-441403.1202,-898186.2911,-1937502.126,-4157263.287,58.2201,9.8035,15.8623,59.9353,272.2595,601.7399,764.5962,757.8554,600.3872,368.1065,221.6096,243.5855,243.1442,-1618079.298,-1340763.232,-1105229.287,-908770.548,-668462.7899,-515342.497,-407674.3365,-296850.4826,-231512.0829,-216674.0312,-216501.8149,-167584.6911,-114667.5572,-72636.9732,-48442.9477,-34629.7835,-25295.7191,-22160.7882,-22086.4799,-20038.5866,-16645.985,-8584.212,-7376.9534,-8263.1131,-4387.0366,-2505.5665,-2561.97,-3341.9122,-2845.3059,-2567.5249,-2119.6545,-1825.3263,-1642.263,15.4124,1.867,1
178,870.0669194,1320.356963,2629.70162,210.0319089,269.9685715,1249680.141,-234.2168,-614.0425,-1163.5258,-1697.7209,-1317.442,-24824.433,-2001.542,-217492.5108,-253340.3216,-4487823.182,-198.9689,-31.5692,585.2096,2197.9285,3.984,14.1868,239.5094,1533.2996,3525.4027,64748.2115,-471498011.5,-556708597.5,-721347894.5,-1019875505,-2843572506,-5570922773,-22495572332,22493.1625,210898.1999,548397.1296,5863667.633,11711785.28,23189515.77,123002.3568,311391.1845,747661.6053,3674650.07,15783894.88,30407145.58,61254315.28,-1501.4755,-767.382,-620822.5475,-1258627.047,-2708437.303,-5799214.234,60.8147,306.5123,947.0954,1384.4087,1645.6603,1308.3135,1223.3693,1114.7742,237.9506,193.3669,404.0205,0.57448,0.051516,-2073760.843,-1642545.683,-1250701.822,-966284.0621,-803407.2491,-738117.6438,-612912.7238,-430345.1005,-296395.1233,-210231.3067,-129598.4553,-79379.8756,-58998.5648,-39247.3098,-35011.7188,-26214.8077,-20542.253,-29360.4562,-23720.6543,-14985.3975,-13010.1285,-28782.3318,-24434.735,-20856.3087,-17967.4661,-15222.5119,-12724.8036,-6520.9741,-5417.9059,-4732.0822,-3940.3761,-3311.0657,-3242.184,59.773,37.6764,0
178,788.4231117,1044.216869,2659.16044,319.2286366,214.9266232,1104462.063,-4478.7044,-4880.9788,-8748.3044,-16059.1225,-99507.2342,-71895.4222,-47759.986,-92438.5837,-35596.1821,-243116.1041,-167.0412,16.5853,636.7749,307.9768,36.4099,156.7277,1044.6923,1881.8149,638.84,3419.5433,-308807719.6,-366469695.2,-477511779.6,-680403791.7,-1922994026,-3768465485,-15274543661,15134.1594,141576.5762,366843.4368,3900828.211,7797548.438,15555524.45,82569.6165,209002.343,503012.2681,2461079.976,10352290.63,20501942.36,41059050.21,-1426.585,-691.9319,-579048.0698,-1174989.798,-2529680.498,-5418760.491,94.7617,260.5413,686.5207,860.3393,990.3452,1607.5567,1370.8322,1118.118,992.1587,267.622,297.9285,50.4567,1.0103,-1968365.245,-1585613.699,-1263220.131,-998882.3497,-806940.3101,-685987.8134,-580017.8004,-403335.37,-275626.6157,-200588.1277,-137391.776,-89038.7324,-67412.2144,-49716.9024,-30180.5899,-24902.6203,-20953.7197,-16613.3577,-22216.8229,-17078.7865,-10159.9734,-13509.2034,-19933.7294,-17604.4101,-14937.8711,-11869.8043,-9353.1948,-5144.3028,-3886.3651,-3585.2668,-3558.0769,-2889.8885,-2932.3027,1109.0087,23.2194,0
178,836.6008919,1281.423349,2471.996546,459.8525674,384.3260291,1738002.33,-128140.2222,-652566.8354,-393885.9512,-547270.0083,-465249.4177,-562352.0461,-177206.6371,-547143.8019,-56591.328,-110478.6997,24.5445,136.7351,6012.0673,467.0847,790.3921,4228.858,5883.4235,11024.0604,1174.6705,2100.0317,-378948954.2,-452635449.2,-597395559.2,-864479631.3,-2514250516,-4949259117,-20132717185,22054.3572,183372.4119,469307.4085,4924700.594,9850570.069,19671956.84,121471.7523,301389.191,662372.0365,3140897.435,13061233.54,25856239.98,51892419.23,-1248.3467,-578.0209,-607972.8236,-1234396.198,-2656657.483,-5689044.838,77.5745,218.3804,528.5044,864.9917,1150.4421,1334.2168,1078.0503,1211.2812,626.4621,144.1905,406.4281,4.6095,0.45688,-2100807.751,-1675602.835,-1322147.23,-1040241.917,-840898.4653,-718959.5815,-613383.4773,-447245.284,-297785.4973,-206848.5873,-143703.6892,-96571.7154,-68625.9615,-47139.2494,-33602.1401,-29093.1502,-19764.9345,-20974.378,-26018.6298,-14979.3753,-10813.7783,-21296.3173,-18859.6818,-17205.0077,-14444.6985,-13097.5252,-11430.8665,-7111.8307,-5772.8541,-4793.7742,-3958.0143,-3246.4076,-3288.8149,684.781,8.7372,0
179,919.8478284,1305.987805,3582.919401,748.843652,136.247517,1396318.704,-7380.5813,-9495.8059,-28050.504,-13332.0932,-273503.8498,-531861.5247,-78947.4207,-79302.1833,-40456.1408,-56677.2112,-629.876,-158.4894,590.4713,319.3147,75.943,451.8153,8458.291,1254.9869,865.0873,1101.6717,-32230897.05,-39347264.92,-53022619.61,-78533996.46,-235651152.8,-469816891.6,-1942887188,2478.5116,21348.0488,51142.4226,526419.4591,1053185.503,2104252.889,12141.5621,30263.3371,82783.2454,331033.6905,1391189.891,2759456.343,5552897.785,-1660.8253,-742.73,-382583.7887,-780945.6801,-1686362.222,-3621668.2,30.6381,15.8455,16.7259,119.8232,406.3014,630.1725,771.6481,1142.8802,1094.083,838.0404,394.1215,430.8068,-2288.8708,-1704545.77,-1490923.944,-1191579.391,-904426.4993,-661939.8557,-517892.1321,-430045.8173,-349514.5936,-283673.5211,-229539.2043,-201886.0524,-164970.5561,-101755.0828,-64671.1218,-46091.8276,-33960.9916,-21335.4042,-14247.9192,-13702.8916,-16445.266,-12077.6044,-6355.3512,-5829.2977,-4689.6366,-1187.9802,17.621,-571.9877,-3074.4072,-2550.9156,-2439.1183,-2280.7035,-1853.1571,-1735.6924,23.2501,1.5769,1
179,762.0534308,1138.451753,3458.552011,183.3257027,133.7063049,1291222.809,-114.3387,-257.2508,-950.7657,-1086.6177,-624.9378,-1472.4716,-567.8856,-10316.8626,-373.5124,-17082.2551,-496.935,-73.616,150.0003,9.6861,2.8541,18.6983,39.1346,331.1639,20.6842,503.3418,-31491723.2,-38013915.05,-50466379.27,-73267820.86,-213673379.8,-422723837.7,-1736911663,1940.0799,17999.3298,46766.9851,494752.2774,989278.8955,1973358.834,10697.6422,26932.4446,63957.7333,312305.6538,1313436.819,2594226.686,5206165.464,-1528.3461,-655.8894,-374220.3986,-762527.3769,-1646897.753,-3537479.345,55.6929,38.7225,15.0256,51.0053,145.9529,198.3362,318.8131,724.1582,868.7649,687.5686,239.0316,491.8533,-3299.8912,-1745606.85,-1495762.821,-1190359.835,-923862.9936,-700225.7776,-567955.7284,-455450.1524,-349805.554,-274487.1881,-215548.0079,-183894.0067,-167576.1126,-115952.2591,-80355.0805,-61423.3823,-43511.034,-27109.1708,-18857.439,-15638.569,-19249.9723,-13816.6875,-5483.8299,-4366.8098,-5578.6883,-1408.7677,113.3296,-63.0851,-3746.8939,-3109.1535,-2746.5535,-2319.8338,-1961.7275,-1604.6756,2327.6974,1.7483,1
179,755.9685248,1175.902412,3535.024956,170.2255682,741.6633614,1194470.983,-236.4164,-1757.8716,-1073.1442,-3094.254,-30098.5665,-9360.7002,-18535.0766,-10452.89,-19810.8602,-153909.837,-602.0465,-151.4692,55.1827,201.0141,5.0587,30.4648,153.5858,217.5852,359.8919,2464.8969,-34145552.5,-41621541.48,-55928416.53,-82535635.83,-246634417.4,-489506022.4,-2021416932,2102.0317,19560.1552,50392.397,536507.6485,1074495.249,2159494.335,11582.0815,28847.5302,69893.8246,333832.1281,1403490.397,2868848.972,5709854.48,-1640.8114,-732.477,-386278.9824,-787915.447,-1701302.771,-3653538.178,124.1341,77.3589,28.3192,151.4596,475.5741,662.7675,634.4768,900.3194,859.6692,679.5669,353.5733,342.0698,-2571.7888,-1661788.484,-1535724.618,-1228572.215,-935832.9343,-702635.4301,-563684.6791,-450958.3056,-342780.0954,-256369.6146,-191776.9459,-166326.6819,-158135.7821,-97648.3392,-63509.2717,-46363.1024,-38631.6565,-26061.5274,-18937.4144,-16024.8026,-18135.6517,-12021.3054,-7172.4973,-6037.8677,-5470.534,-1541.0275,-14.7997,-329.4101,-3511.8713,-2827.306,-2504.6798,-2027.8949,-1756.6397,-1624.877,149.5884,1.7349,1
