id,f1,f2,b4,det_entropy_log_1_coef,det_TKEO_std_3_coef,det_TKEO_std_6_coef,app_TKEO_std_3_coef,det_LT_entropy_log_1_coef,app_LT_entropy_shannon_7_coef,tqwt_entropy_shannon_dec_11,tqwt_entropy_shannon_dec_15,tqwt_entropy_shannon_dec_17,tqwt_entropy_shannon_dec_18,tqwt_entropy_shannon_dec_19,tqwt_entropy_shannon_dec_20,tqwt_entropy_shannon_dec_27,tqwt_entropy_log_dec_17,tqwt_entropy_log_dec_18,tqwt_entropy_log_dec_19,tqwt_entropy_log_dec_20,tqwt_entropy_log_dec_23,tqwt_entropy_log_dec_25,tqwt_entropy_log_dec_27,tqwt_entropy_log_dec_28,tqwt_entropy_log_dec_31,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_33,tqwt_entropy_log_dec_34,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_36,class
135,888.9304437,1279.730454,283.44573,-665.7544,2.674,32.4821,90833.1229,-1833.0399,-492682.0954,30.8078,1551.3024,1053.5488,974.6197,323.0604,197.5847,0.86677,-22888.3721,-16777.6126,-21217.3261,-18436.5551,-6004.0201,-5725.9166,-11868.6465,-9312.677,-5132.3556,-4022.2795,-3275.9779,-2804.429,-2079.4219,-1164.3304,0
135,885.5997723,1168.946286,603.9112931,-597.8793,2.3846,92.4055,106007.1399,-1781.5399,-506684.2519,30.5567,1982.0977,1321.4415,1043.7269,279.1254,226.5975,0.28339,-17823.0446,-15975.8495,-22149.5479,-17774.9237,-7897.7209,-10141.9525,-14578.1007,-11726.1438,-6500.371,-4994.2296,-4155.1381,-3462.1732,-2761.1845,-2490.7001,0
136,771.6196251,1440.10496,226.1670917,-577.5933,2.0641,153.5202,87536.2491,-1741.18,-489211.4931,59.4479,636.859,725.5535,547.9056,299.6952,356.0884,0.49156,-26737.0293,-22053.9062,-22547.6273,-15759.4955,-2777.6172,-2880.7516,-12611.0061,-10613.0417,-4796.8364,-4135.6266,-3367.772,-2682.4775,-2160.3128,-1930.3015,0
136,857.1277739,1513.234852,105.2038136,-601.091,1.6699,36.8763,84795.8338,-1761.8982,-486756.6441,35.439,299.0413,264.1735,250.4977,192.3657,274.2302,2.0975,-36712.8509,-27951.288,-24785.4766,-16842.7754,-2632.58,-2431.71,-12154.3588,-9923.5464,-4245.923,-3732.9518,-3238.8751,-2628.4062,-2085.0204,-1543.2288,0
136,821.7928639,1503.879197,100.1080395,-593.2163,4.3088,218.8867,65514.1166,-1729.0875,-463544.2354,11.9433,223.6905,375.7094,201.0266,141.1904,236.7496,3.362,-32072.4607,-30764.2806,-26898.3299,-18063.1485,-3649.4104,-12.0901,-10726.3095,-8783.7982,-3827.2612,-3267.3737,-2664.8641,-2097.0992,-1650.8476,-1221.2758,0
137,736.9832861,1361.085117,152.3104311,-542.4115,9.5076,591.5928,35976.4597,-1607.6027,-403494.2648,0.23619,30.8544,52.2278,36.9891,13.0502,9.8617,8.6447,-50007.3394,-41311.0215,-39560.4409,-32393.0797,-11027.8479,-8343.3188,-8415.3446,-6404.9116,-2729.6771,-2368.8896,-2428.2985,-2070.3382,-1768.7019,-1494.4538,1
137,722.8041993,1318.329883,291.3170193,-648.6763,2.2017,5.2849,46341.4361,-1747.5045,-426992.9803,1.4201,160.9881,907.2497,918.7553,325.9472,165.5813,18.431,-23151.5094,-17534.1008,-21119.1885,-20335.0621,-5088.4296,-5460.7266,-7156.59,-5587.8342,-2293.5813,-2091.3459,-2096.6546,-1740.5932,-1339.1999,-777.528,1
137,737.1284495,1318.896561,128.9589642,-589.0813,1.8566,294.6425,39246.25,-1671.2355,-413150.7503,2.0485,183.8003,668.2586,650.7804,192.829,104.0168,36.749,-26901.7625,-20872.8626,-24868.4711,-22487.0089,-7650.6446,-7526.8095,-6221.2426,-5026.1392,-2506.643,-2241.0098,-2059.1336,-1887.8252,-1808.0325,-1472.0733,1
138,607.5562278,970.7907348,128.6646734,-609.446,0.62155,59.0184,57460.9184,-1728.6199,-446174.9314,110.1824,1071.3084,1301.1547,1099.1226,860.0135,467.1301,20.7684,-17429.0741,-14548.7834,-13475.0374,-15171.3654,-6648.7107,-338.2858,-6618.8174,-8732.8182,-4262.3736,-3557.6798,-3261.5392,-2818.3468,-2101.3941,-1962.2618,1
138,622.0954304,974.3419212,236.578732,-600.5947,2.4385,2.7652,53759.6868,-1713.1117,-440941.4222,85.6011,741.7983,1183.5004,1059.1635,660.5418,415.8545,56.4766,-19649.9619,-15445.1452,-16046.8451,-15774.3011,-8722.389,-834.5892,-5288.9814,-7503.5922,-3745.4972,-3045.9846,-2639.7759,-2362.0927,-1832.5167,-1812.3381,1
138,628.3002979,1030.53847,472.7954911,-157.5245,2802.6779,751.3,76443.745,-1231.8066,-429165.119,51.6822,562.0049,1163.0857,1009.5222,553.8664,283.1897,83.0933,-19792.0624,-16005.2575,-17999.8467,-18177.8273,-9507.7709,-1242.6584,-4740.3695,-6060.0727,-3041.0808,-2632.3707,-2431.1921,-1991.3447,-1596.74,-1576.0672,1
139,438.2959182,958.8832385,330.0631861,-728.9712,2.3182,54.2624,44168.18,-1818.769,-419780.5574,19.4231,1129.6632,1154.2904,1188.5303,628.296,360.8098,23.7982,-20488.4109,-14234.115,-17353.6265,-15934.421,-13668.072,-4947.2747,-6386.5863,-11347.5006,-5677.0933,-4676.0193,-4065.705,-3563.0067,-2987.5471,-2822.4228,1
139,398.1311835,969.5134327,165.1532079,-24.2867,2530.3696,3916.4404,63519.1169,-771.0094,-395299.0817,5.0058,1094.2981,1128.9223,1038.719,615.0323,375.7372,23.2684,-21325.4341,-16138.7907,-17205.6019,-15288.3953,-14550.9442,-4277.1272,-6445.813,-10456.0991,-5047.3201,-4171.8026,-3672.0802,-3133.8572,-2605.3022,-2601.6818,1
139,389.7378738,933.8729212,510.2079835,-667.6416,1.1214,2.5587,46382.442,-1763.307,-424449.761,15.0346,1070.6295,1119.9642,1169.9255,619.0507,334.4443,28.6864,-21060.2281,-14148.5874,-17125.2358,-16407.3659,-13639.1857,-4972.5124,-6247.0889,-10713.9315,-5111.799,-4396.6381,-4029.7161,-3262.0296,-2755.6175,-2812.2157,1
140,939.5674928,1325.851504,793.3878549,-452.4019,28.5093,57.4792,59547.3621,-1577.3111,-454079.7568,7.5244,361.1055,126.0886,76.6886,87.0901,222.7383,17.8762,-43193.5999,-39376.645,-29678.1435,-18160.0111,-7196.5848,-919.7422,-7565.0692,-7457.2363,-3501.1618,-2813.9734,-2470.9173,-2023.8096,-1563.6658,-1267.4919,1
140,757.7253706,1244.608778,137.4053848,-349.8037,244.9359,1720.4547,74273.016,-1467.366,-454174.4527,2.5973,435.0178,576.9516,380.8519,220.5372,227.783,7.2758,-27784.6161,-26050.5401,-23553.0988,-18271.3075,-6750.613,-1032.8068,-8440.9237,-6818.3807,-3604.7782,-3043.535,-2790.9306,-2256.7951,-1842.7144,-1455.5404,1
140,761.6872459,1281.571761,332.6882944,-481.1632,11.8175,37.7823,61602.2397,-1603.3576,-455810.6236,3.8182,501.3098,534.651,381.8416,203.6129,243.8884,8.7798,-28484.4888,-25809.4852,-24273.3908,-17903.1114,-7329.5707,-1224.8541,-8251.2727,-7791.9907,-3561.5053,-2996.5279,-2668.2849,-2278.394,-1838.4833,-1339.1921,1
141,526.8821489,1164.720995,124.8435319,219.3045,1897.5121,1028.618,51149.6679,-801.6481,-332873.6122,1.9656,207.6888,502.7046,654.6101,374.5554,366.4679,4.1914,-30463.0363,-20468.6119,-20594.0341,-15350.5891,-6854.7123,-4527.5056,-8832.7614,-6175.0289,-5427.6905,-4431.1439,-3965.9074,-3726.6033,-3203.3093,-2516.6292,1
141,501.9487276,1158.661091,530.0137208,28.3496,2020.7783,12719.5347,37001.6261,-968.7711,-369794.8521,1.1822,254.1786,369.7151,392.1815,268.3988,357.5381,2.5816,-34007.3743,-24361.24,-23548.7625,-15541.0061,-6741.6986,-4344.8676,-9076.3386,-6693.0765,-5501.9158,-4529.6277,-4017.3869,-3779.0586,-3191.5316,-2502.5945,1
141,504.1815757,1129.639962,675.2430107,-289.4648,214.7448,4326.7962,27944.4589,-1258.2796,-353670.1481,0.79569,222.2464,443.5061,358.5094,214.0848,231.7803,2.7754,-31731.65,-25030.9418,-24504.6565,-17739.6049,-7321.8364,-4629.3394,-9176.9057,-6774.4429,-5564.6309,-4679.7597,-4198.497,-3746.5219,-3067.5741,-2492.4272,1
142,700.7217617,1446.439948,420.0392946,-141.6404,32052.8446,142412.41,268110.4649,-1313.2782,-502296.4322,40.4564,231.0166,448.4172,642.1792,579.9161,180.7762,0.37993,-46921.5923,-36081.3875,-29294.4798,-28281.7526,-11497.3521,-16966.9342,-12067.4074,-10500.9683,-5905.5719,-5579.9532,-4662.7164,-3619.7817,-2935.1087,-2555.0398,1
142,603.9245079,1293.120157,927.0517468,-153.3294,4087.2037,60259.8627,162840.9305,-1344.8758,-542906.2407,41.1632,405.6004,489.9496,669.0994,549.5854,146.9385,0.31291,-43608.6677,-32181.8741,-26566.9217,-27154.6653,-9749.5734,-17015.6297,-12667.7465,-10726.894,-6193.5066,-5445.6713,-4540.964,-3539.4118,-2900.9891,-2520.1801,1
142,622.1251046,1389.621053,503.6803762,-238.3686,4343.917,89780.5103,186045.7419,-1407.7501,-541864.9512,36.143,273.9547,435.32,652.8148,552.046,132.265,0.75626,-46178.3332,-33175.2514,-27434.1716,-28211.7083,-10533.4826,-17114.5818,-12164.1716,-10184.4942,-5823.7836,-5019.2509,-4228.2668,-3422.0655,-2915.6867,-2542.0919,1
143,562.7192749,1159.384902,1305.678101,-772.9912,0.78705,9.4424,29641.5504,-1822.2666,-386366.2066,21.483,99.3285,573.3113,860.5334,872.631,591.7721,282.8103,-28692.3353,-19323.0146,-13303.9458,-12746.6568,-9438.1061,-7006.6263,-2198.8722,-3329.4521,-5992.2751,-5271.0232,-4548.1269,-3745.5011,-3145.3931,-2560.9415,1
143,562.7851301,1176.094344,310.7475007,-846.3653,0.45366,6.2974,30130.2884,-1894.6872,-388453.2909,24.534,102.0928,613.1028,885.6447,862.42,574.9289,252.8294,-27899.4314,-18775.5978,-13324.1929,-12794.794,-8874.7802,-6894.95,-2657.8506,-3214.7764,-5643.5218,-5093.6005,-4325.7768,-3464.7259,-3094.1,-2563.397,1
143,560.331283,1186.142806,177.6731155,-770.4976,1.3271,1.653,29219.7561,-1816.7474,-384392.6889,8.5298,132.1427,530.0756,819.3156,849.5178,608.8862,261.6951,-30243.9318,-20058.5682,-13521.2319,-12528.756,-8627.239,-7331.6375,-2439.1975,-3154.7484,-5792.6061,-5290.1732,-4604.3443,-3862.8105,-3206.9724,-2559.3723,1
144,456.2956144,1347.11945,99.34069498,-328.9285,4.5288,150.9078,107790.5037,-1517.0677,-510081.1627,5.0332,16.574,43.6411,40.4504,64.7297,54.4332,1.719,-49433.3699,-41745.8022,-29898.7644,-24832.6327,-8059.573,-11068.9102,-10088.2522,-9082.6271,-6023.597,-4788.2828,-4236.5078,-3899.9154,-3343.2606,-2542.1127,1
144,564.0124944,1163.909512,1202.110804,-421.1359,1.8238,25.0858,118721.6754,-1618.6299,-519850.5981,2.9925,21.8756,74.5738,108.3996,188.8597,105.3399,1.1832,-45281.9651,-34722.493,-23823.5657,-21596.838,-8834.7354,-13965.0889,-10751.2408,-8589.9821,-3845.3753,-2886.3914,-2578.605,-2930.8511,-3037.0519,-2510.9338,1
144,575.507036,1186.177582,100.8227199,-488.8936,4.5472,32.6702,126838.007,-1692.441,-525752.8212,8.4362,65.7931,142.502,217.4188,327.4764,142.5145,0.85972,-40714.9655,-29153.3601,-20323.3864,-20142.1974,-8440.5161,-14711.2713,-11219.5994,-9151.184,-5963.2996,-4528.5563,-3715.2397,-3388.8249,-2936.5073,-2484.3362,1
145,649.1678123,1055.755694,129.248745,-626.8391,4.3019,74.6078,57135.2281,-1744.7655,-448781.8133,16.309,645.659,1629.4292,1122.818,1022.0994,554.5078,4.1246,-14241.1056,-12756.9976,-11630.0841,-13635.3408,-11579.3342,-3591.8543,-8902.3139,-11057.2933,-5581.5604,-4491.4534,-3904.2972,-3487.5643,-2959.4535,-2798.0366,1
145,667.3672965,1013.14224,197.4248807,-564.8662,4.237,25.9351,59769.0643,-1686.6595,-451497.4094,25.1089,816.1093,1531.5913,1063.0925,1006.0911,521.2917,1.6727,-12466.9065,-11885.753,-11759.0153,-14369.5537,-11842.9873,-4048.9174,-9905.1473,-10578.1317,-5534.8221,-4505.8588,-3931.2854,-3537.0701,-2842.7066,-2964.5706,1
145,559.7492896,1031.57373,99.95112759,-546.1307,5.2032,49.9536,58110.4319,-1658.9853,-443064.8728,6.8608,809.0883,1138.8646,1122.8205,1042.9388,766.1739,14.3491,-20797.0762,-13899.2304,-8616.9322,-10442.5697,-10472.3622,-2766.0382,-7727.5616,-10127.6125,-5203.5081,-4154.8887,-3608.3039,-3262.7771,-2639.9176,-2428.6877,1
146,635.209689,1052.09833,458.1578519,-388.5459,12.0301,29.8661,17952.4519,-1368.4683,-332540.2821,59.6461,902.1494,1197.3636,1025.882,732.2261,271.3435,158.4104,-19398.7246,-13774.088,-15323.2329,-19035.4441,-9459.4331,-4181.3759,-3726.3633,-1819.1301,-4776.9059,-4326.4245,-3487.2645,-2789.163,-2331.4294,-2469.7078,1
146,612.5049873,1011.98954,161.863771,-591.5201,10.8272,18.2633,23773.2821,-1592.8987,-361075.0321,19.5757,787.493,1159.7133,1139.3151,883.5881,276.5501,164.6497,-20320.7442,-12708.9315,-13224.8616,-18567.4123,-8614.3548,-6797.3535,-3640.0961,-2681.5689,-5343.2926,-4454.8834,-3956.2735,-3383.2156,-2795.0177,-2784.6498,1
146,677.3098061,1115.354544,317.6759504,-733.8744,0.91242,35.1782,23929.6917,-1757.2177,-368600.6513,70.1042,914.3403,1486.3875,1133.8516,635.5906,152.6858,137.4894,-15029.8997,-11617.8913,-16762.0976,-22275.794,-9018.9465,-8578.3043,-3976.2697,-3333.299,-5367.6067,-4190.3215,-3500.2438,-3191.6511,-2919.7352,-2904.292,1
147,826.6240422,1136.504049,247.1317624,-525.4163,1.426,9.0942,166431.656,-1759.8803,-557526.4555,1.7302,252.4365,330.2157,311.5741,122.5379,88.0075,7.903,-34092.2295,-26818.4031,-27656.2453,-24033.5281,-14725.7268,-4915.8561,-7786.05,-10043.2809,-5982.1705,-5277.802,-4525.8733,-3969.2323,-3287.7317,-2505.0391,1
147,991.8437119,1589.272495,395.9749438,-406.6852,3.4157,9.2658,171851.6276,-1645.0776,-561883.6993,1.4947,274.3548,328.634,287.0614,164.972,131.3087,8.8805,-35916.6169,-28809.8797,-25859.3895,-22247.4288,-13628.0119,-4426.7101,-7578.3081,-9767.7508,-5982.7085,-5330.7894,-4646.5971,-3865.254,-3297.0435,-2521.6859,1
147,797.4515112,1264.230829,695.8772661,-449.4172,6.2329,111.1026,154194.8073,-1676.3337,-550243.929,1.6544,329.1336,459.5568,391.2514,145.7614,122.8523,7.3637,-31689.8139,-25201.5633,-26463.6094,-21997.7069,-13566.9509,-4503.3217,-7871.1166,-10089.9619,-6031.0389,-5617.2327,-4919.0453,-4017.2557,-3339.7203,-2525.386,1
148,642.5563113,1576.102645,84.04539849,-501.1901,995.9169,13885.0631,58509.0217,-1597.8358,-443031.6391,7.8864,339.0509,270.5608,394.1574,455.3996,437.3763,-2992.7478,-37117.4545,-26158.0302,-19171.1109,-15125.6539,-6244.8008,-2824.6971,174.0594,-1407.9729,-3049.9012,-2347.5317,-2087.6801,-1947.9408,-1595.8579,-1300.424,1
148,622.0503819,1632.875003,429.2889285,-591.0523,2.9175,89.0805,55541.9494,-1709.5181,-444832.8338,2.9352,171.5676,157.8763,385.4976,594.3073,477.968,-3196.5464,-42976.0346,-26313.6241,-16486.3961,-15093.2564,-5390.9796,-3632.195,198.8788,-877.9779,-3820.5441,-3199.4762,-2733.1991,-2282.6961,-1896.4766,-1627.6621,1
148,639.0554101,1592.055133,232.1528635,-630.9067,5.6245,28.7394,56862.935,-1747.1522,-448645.5609,3.9872,226.8433,196.1377,432.3399,649.5553,472.9142,-2556.0278,-41597.7882,-25358.5066,-15820.3145,-14947.8412,-5197.1977,-3647.8862,-166.3499,-1089.9171,-4103.4034,-3228.2812,-2761.0494,-2397.6831,-1964.7575,-1793.341,1
149,822.7061966,1394.9731,182.1063177,-591.2954,1.1619,17.9054,148324.5419,-1813.1998,-544454.2163,48.6283,1263.3071,1471.0479,712.379,655.7698,132.0239,0.12792,-16589.2139,-19986.9238,-15604.5553,-20669.5347,-8619.8057,-22641.761,-14646.5423,-11620.309,-5744.7993,-4809.0704,-3870.5903,-3108.9313,-2695.7747,-3007.3677,0
149,835.6659528,1425.907087,92.24060964,-540.6476,8.4842,117.3176,145432.9436,-1764.3193,-541290.7529,56.9841,1353.5473,1556.282,697.3101,648.7393,149.8318,0.29884,-15405.2196,-20467.219,-15640.2104,-20218.0592,-7588.4181,-21573.19,-14085.0666,-11325.7548,-5552.1936,-4741.6669,-3742.3431,-2925.7462,-2526.5034,-2939.2791,0
149,833.4896911,1398.932576,112.0822016,-631.4986,1.1189,4.7781,150206.8439,-1854.1307,-546118.0427,30.5859,1257.4538,1448.9453,682.6374,617.4228,116.1128,0.032831,-16899.3071,-20446.9089,-16159.7697,-21325.8659,-9202.0021,-23868.8944,-15056.5949,-12079.8306,-5883.1998,-4799.9322,-3604.4838,-2750.1179,-2245.3996,-2331.5743,0
150,535.0303393,1286.70691,220.2280718,-725.9057,2.4936,35.1662,30212.9013,-1774.687,-384682.2073,32.4452,451.6959,168.8778,109.2772,215.7235,221.6438,17.0333,-39936.0499,-35593.5744,-23891.0285,-18496.7624,-7291.9968,-8517.0762,-7174.3548,-5732.803,-2951.4136,-2101.8759,-1754.2363,-1504.8529,-1180.3386,-1345.6043,1
150,577.7173547,1301.762631,368.964467,-713.1797,2.5773,47.924,29961.2055,-1765.8196,-387550.606,103.9418,579.4018,361.6235,312.8461,428.5072,418.2878,4.6527,-33262.0908,-27886.6472,-18740.4363,-14519.5542,-5329.0183,-8237.9517,-8967.5183,-7003.6362,-2639.3262,-2002.9691,-1684.6945,-1329.586,-1310.9535,-1558.228,1
150,549.0039385,1299.554782,206.7959037,-653.0133,2.0898,42.9181,31206.2561,-1708.8818,-391101.6611,128.4371,394.354,187.9414,202.1693,369.8142,287.0111,4.3284,-39297.7973,-30676.1374,-19606.9729,-16770.2619,-7197.0038,-11291.0971,-8930.3409,-7064.4296,-2709.9694,-1964.254,-1631.7649,-1131.2857,-1116.1612,-1446.6826,1
151,676.7278524,1079.653096,473.6883638,-364.2072,1388.2546,1091.2493,57849.7581,-1466.0673,-439545.6738,0.43391,196.2078,328.9333,281.655,118.3946,90.7632,10.3383,-35460.6488,-28019.6064,-27948.9618,-23564.9746,-14584.0549,-5121.3477,-7696.0888,-7774.7082,-5646.9961,-4917.0416,-4338.0575,-3854.354,-3168.1525,-2506.2069,1
151,658.9360221,1115.853726,1056.477549,-422.3665,12.363,90.2347,52416.8924,-1534.3923,-440341.0356,0.51014,323.2225,409.5288,394.5516,193.0702,130.8213,8.0134,-31736.347,-25334.5833,-24457.1405,-22124.8639,-14407.9075,-5253.2804,-7945.815,-7759.9957,-5750.2026,-4994.4932,-4163.7919,-3717.8489,-3143.214,-2511.7435,1
151,726.6560111,1141.024936,413.2937246,282.3349,4569.6711,4060.4553,104355.0887,-780.5419,-401487.921,0.73861,391.776,465.7298,351.3555,128.9834,87.1866,3.7937,-31549.3215,-26347.7254,-27266.6198,-23550.467,-15256.7686,-6746.8134,-8968.5181,-8025.6157,-6176.0008,-5118.368,-4412.291,-3744.8203,-2988.9678,-2521.7351,1
152,541.3299027,1160.91002,586.310417,-769.5147,0.36631,2.5512,33728.274,-1830.6309,-398066.6996,1.8882,67.9234,270.0499,522.723,606.4247,285.7692,232.5173,-36258.2041,-23314.3465,-16426.6046,-18092.768,-10812.5005,-6173.7908,-2790.0719,-4428.3706,-5707.4198,-4482.8466,-3813.208,-3610.5388,-3165.1109,-2509.4389,1
152,515.3317886,1168.487093,581.4969182,-801.0276,0.63813,3.5166,32651.1671,-1863.4655,-395558.6787,1.5848,40.9335,188.1154,358.1945,429.7375,260.5932,-393.4387,-37973.3721,-26716.7078,-18857.7213,-18680.1596,-9759.8071,-3716.0069,-728.0493,-2340.0015,-5052.0923,-3871.2342,-3388.2345,-3209.4101,-3035.9272,-2493.9173,1
152,457.9346587,874.5359548,1607.288729,-716.1943,0.78202,4.0642,32254.4811,-1772.9645,-393655.8577,4.0207,22.9041,141.6469,338.5876,442.6301,245.7349,-195.8398,-42805.7503,-26578.6651,-18716.1232,-19211.9871,-11173.9456,-3892.1457,-817.1969,-2501.2678,-4464.6267,-3386.318,-3109.0855,-3606.2292,-2972.376,-2521.703,1
153,531.7305476,1155.654519,460.4849368,-879.1567,0.49278,19.6231,19107.1534,-1878.749,-346883.6228,80.0816,477.4096,613.3714,703.7866,599.9305,357.2543,-170.9144,-30576.8694,-22853.3368,-18093.1121,-16694.4031,-7509.6407,-4161.7131,-939.799,-25.9871,-4375.8319,-3399.3556,-2725.9674,-1955.8069,-1569.356,-1648.1782,0
153,601.8586787,1174.845462,3357.393643,-881.9804,0.41208,3.1484,23939.207,-1903.5028,-366961.75,23.5068,536.009,1045.8023,943.875,766.298,334.8026,-263.0482,-22169.6809,-17287.7899,-14964.9838,-17050.268,-6173.6379,-6910.4349,-947.1171,-947.7831,-4687.0996,-3870.6272,-3104.6982,-2287.3232,-1828.7814,-1622.5765,0
153,598.7226464,1105.357125,1733.747739,-843.7544,0.5099,15.8951,26234.4975,-1879.5505,-375677.9028,37.8123,376.2194,1182.9045,997.1051,826.06,455.4067,-10.3007,-20388.1404,-15226.9288,-13654.0238,-14661.78,-5579.1373,-6642.8831,-1128.4506,-1485.3647,-4762.5213,-3547.7387,-2838.3672,-2239.3654,-1848.7128,-1920.1352,0
154,428.7247231,1191.503693,1665.796575,-909.8413,0.36342,52.1618,14766.603,-1881.141,-327537.8291,5.5134,170.9348,278.7627,262.0516,122.2786,66.5184,248.7633,-35862.709,-29785.4425,-27579.5661,-26223.5643,-9748.2206,-3437.9692,-1999.0774,-189.4405,-4071.8416,-3525.1264,-2710.728,-2440.6456,-2152.9808,-2027.5976,1
154,459.5825211,1158.069079,145.3943781,-876.0133,0.19394,20.0612,14496.8714,-1845.2287,-326908.456,9.5679,249.7478,432.4637,411.7033,189.7147,106.9924,258.516,-32940.9601,-26809.8529,-26247.2655,-23791.9068,-7833.7571,-3037.145,-1922.9187,-25.4314,-3999.9018,-3613.8714,-3208.5552,-2593.2361,-2069.4712,-2092.8607,1
154,451.8838964,1512.712977,374.7470018,-813.9509,1.8954,115.5487,15208.5464,-1789.7313,-328644.1618,7.2955,113.4235,193.4608,208.1365,102.5528,59.2519,-71.2298,-41415.2082,-32187.9312,-30037.7627,-26054.9832,-11414.5492,-4163.3018,-1184.7454,505.8584,-3235.1034,-3061.536,-2717.5236,-2255.8361,-1850.8059,-1782.2383,1
155,442.7659555,1151.793998,217.5087724,-767.1255,2.8555,14.1053,23436.0649,-1788.314,-367474.6067,77.2155,314.6478,360.9615,790.2015,770.3907,238.0116,-4389.415,-33453.0285,-19197.1559,-14398.6701,-18763.8082,-8665.9538,-5968.3126,153.8422,155.0377,-3509.5886,-2943.5636,-2790.5644,-2324.7011,-1818.1053,-1589.7365,1
155,576.7575773,1355.978917,249.8017331,-693.871,0.98927,54.0005,31077.597,-1729.5315,-376675.2585,118.9576,287.96,557.8258,770.9376,653.4838,327.6984,-967.9154,-30309.2413,-19775.0503,-16245.8456,-17238.5531,-5525.0463,-5893.7193,-649.1556,-994.1578,-3845.1939,-2948.318,-2720.2474,-2551.1425,-1996.2715,-1626.8744,1
155,819.4327654,1720.338168,491.5988015,-641.3862,3.3902,24.2471,31034.402,-1692.631,-390067.9545,105.7527,247.0863,364.1803,411.2232,295.6242,128.9549,-5164.525,-33983.5818,-26676.6049,-22952.6553,-22554.6587,-7003.7097,-2566.0523,549.294,-983.6035,-3418.2677,-3003.5685,-2793.9942,-2344.7777,-1898.8686,-1910.4629,1
156,569.7560783,1073.695623,275.2614111,-3385.9467,16370.5599,12475.6754,540793.4472,-4389.2309,-630660.5106,332.0043,122.6436,264.2057,205.938,301.962,176.3469,4.4474,-35274.4269,-31221.0852,-20989.926,-19183.1575,-10661.6051,-13272.9131,-9108.3509,-7591.2755,-3724.9977,-2766.4942,-2384.7793,-1935.0226,-1519.1815,-1314.9242,0
156,613.7146902,978.5618858,61.22429302,-289.8343,23883.4658,85424.7479,351689.2187,-1382.4662,-468938.9132,248.134,260.9755,128.3895,83.3151,113.9948,65.3179,17.6061,-41821.3823,-37441.9611,-26460.9878,-23712.5547,-10688.4441,-12348.6858,-7230.8307,-5575.3155,-2298.3398,-1278.4928,-736.5391,-898.897,-1270.1905,-965.1612,0
156,611.6955463,1295.739093,171.7011063,634.5207,49610.1537,66303.5664,206441.4217,-467.3535,-325600.8539,208.767,124.5146,219.4325,137.9521,177.7745,91.1812,24.9421,-38230.9956,-34209.2264,-24117.2229,-22412.3099,-10144.42,-12144.962,-6610.415,-5402.6353,-2646.9047,-2032.3931,-1628.1492,-1344.1761,-919.0714,-727.398,0
157,602.4543118,1173.621781,1252.998406,-958.9285,0.4697,13.7295,17222.4419,-1947.3136,-338603.3103,1.5993,134.9154,306.2548,442.0291,236.5199,147.7223,0.39462,-34589.0314,-23942.4893,-23151.3942,-20159.6445,-9405.6996,-6319.5358,-12362.3628,-10187.6426,-5820.9491,-4789.4873,-4141.4652,-3751.0241,-3205.471,-2549.2513,0
157,606.4901336,1241.907321,125.0842195,-854.265,0.64727,9.8705,17026.8005,-1842.1413,-339079.5737,0.79686,114.3309,427.4671,571.311,280.5455,113.7607,0.37271,-31426.8669,-21678.7247,-21719.2364,-21252.1334,-9750.5422,-6502.0275,-12375.8229,-10137.3762,-5861.9797,-4772.3097,-4108.2993,-3750.1973,-3227.2227,-2558.3209,0
157,606.8809315,1201.251579,203.6461026,-896.1996,0.87248,5.7471,16453.8532,-1883.154,-337115.0446,2.0797,113.8165,368.9892,605.7351,387.2704,137.611,0.20683,-32470.8203,-21014.5018,-19547.3576,-20696.5306,-10764.5212,-6239.186,-12543.5874,-10113.4731,-5930.0928,-4916.8636,-4016.6868,-3697.4053,-3274.63,-2521.4698,0
158,627.8714528,1222.600049,266.9344965,-346.233,942.3685,504.7448,68638.9004,-1454.7135,-447738.4078,30.2222,1035.3056,1157.4692,997.6548,879.3062,504.4185,6.2704,-20530.6894,-17066.986,-13366.4166,-14758.7295,-9966.3007,-2707.9832,-8471.9741,-9612.2794,-4892.9667,-3744.6563,-3213.319,-2751.666,-2340.9334,-2238.6623,1
158,623.5679806,1251.661819,220.2599964,-621.9753,5.2681,21.691,59299.2822,-1745.7988,-451944.5715,30.5314,1002.8899,1070.499,919.8762,888.9689,488.359,2.6697,-21578.3161,-18614.0258,-13229.9894,-14963.968,-10611.9434,-3474.6545,-9555.9738,-9306.7136,-4346.7217,-3376.5087,-3011.0111,-2666.7326,-2163.2826,-1907.0728,1
158,669.9983064,1227.990274,298.4390289,-534.2333,12.2246,12.5207,63570.1102,-1663.9936,-458352.8334,10.8944,777.7931,1502.4329,1090.523,1114.6875,579.4029,0.57786,-15646.7123,-13698.9762,-9949.4661,-13819.5689,-10044.4514,-3774.3354,-11578.3077,-9655.3095,-4401.8403,-3517.3853,-2942.7939,-2581.1226,-2175.2834,-2102.5476,1
